conversation_id,emotion_response_sentence
1003269463.txt,"</p> I don't, but I'm worried that she's going to confront me basically, and that's sort of like my fear, I guess, in that situation, and also, just having to deal with sort of like a polarized — people who support what I've done versus people who don't support what I've done, but I guess it's really not going to be like that, but that's sort of how I'm imagining it (inaudible at 0:07:59."
1003269463.txt,"I haven't stayed with the same group of friends since I was younger, so it's not like I haven't dealt with social anxiety in the past, but even when I know that when I'm facing it again, it's still hard for me to reconcile, oh, my God, I have to do this hard and scary thing."
1000393706.txt,"</p> It's because I guess I think it's wrong to feel the way, the different ways that I do."
1004824699.txt,"I try to convince myself to feel less guilty, for example, or to feel less angry or to deal with anger in different ways, and it just doesn't seem to touch it."
1000013380.txt,"some of the things that we HAVE worked on, I think if I at least center on what's causing me to do that, then I feel like I have a little bit more control over changing it myself."
1000013380.txt,[be accepting] (ph) to behaviors that are happening instead of just going on however I feel is the best way to deal with whatever's going on.
1000122160.txt,"</p> Yeah, when all I have to do is avoid that chemical, so — yeah, that's — I just thought I'd bring that up, not that I'm — I want to — I don't want to not discuss it because I'm afraid of it or don't — can't figure — well, one of the reasons is I don't think I can figure it out, No."
1000017871.txt,"You know, and it's like it's funny because I shouldn't feel that way because she's says she's so honest in her relationships with people and yet she says things like this one fellow that she talks to and they are very honest with each other."
1000016548.txt,"</p> And then the thing that's really, you know, when I stop to think about it I never really told her uhm she had no way of knowing what I felt and ah when we got all done we were we were kind a just talking about, you know, some of the times we had and uhm it was like this and even well even when I hung up, you know, I still couldn't say anything like uhm I couldn't allow myself to recognize that I might just have needed her a little bit or I couldn't allow myself to, to."
1000016548.txt,"</p> Yeah or she breaks it off and then maybe then I thought oh, you know, how the hell why should she stay with me I mean what the hell I have, you know, what, what I have ever given her and, and, you know, and the discrepancy between the time when, when the event happens and my reaction to it is, you know, a long time and ah, you know, if I ever could come to the point where, you know, where I where I could feel, you know, right away."
1000013418.txt,I've been avoiding it to some extent because I don't feel like I have the time or the inclination.
1000133904.txt,"</p> Whereas another woman, well she doesn't feel so ignored by men, she doesn't, I don't think they develop such a hard nosed attitude."
1004687728.txt,""" The way I deal with things having been pretty rough for me when I was a kid is to say, ""I can feel bad for nine-year-old Tanya, but that's not me."
1004687700.txt,"It's easier for me to be angry and then to say okay, well, this is what we've all got to deal with and it's human behavior."
1004687700.txt,I'm just as angry at the insurance company for making it so difficult for me to get coverage that they require me to have as I am about an individual doctor who mishandles my case in a way that hurts me.
1004687700.txt,[00:45:07]</p> But I also knew that he was really angry at me for something that I didn't have any control over.
1004687714.txt,") and it just really helped her and she said (pause) she said 'yeah I still feel like myself, I just have control now'."
1004687714.txt,"(Pause) And (pause, sighs) the Adderall makes me feel like I have control over my life and it's a pretty good thing."
1004798813.txt,"I got—it passed—it wasn't something that I felt out of control over, but it was like, ""Okay."
1004798807.txt,I get really angry and I don't know how to deal with that.
1004798807.txt,I was trying to avoid that phrasing because I feel like it's clichéd.
1000137960.txt,"</p> Well, any kind of advice or technique that I could learn to use to maybe manage some anxiety I'm having or some stress right now would be good."
1000137960.txt,</p> I've had a couple of friends in the past who have been able to handle stressful situations pretty well.
1000137960.txt,"So I just feel the way to do that is just to learn to communicate better and like I said control my temper, which I think is the worst part about myself so (laughs)."
1004687648.txt,I feel like often humor feels like avoidance and like a shield.
1000060757.txt,"Like, I definitely feel like I'm controlling Dexter."
1000060757.txt,"(inaudible 0:50:44) Because if I go outside and I go over to Cathy's house, (inaudible 0:50:53)</p> Also, I feel so much better when I feel I have control over it."
1000060757.txt,I feel very weird otherwise because I just feel incredibly controlled and I can feel (inaudible 1:01:58) being in control.
1000060757.txt,"And I feel (inaudible 1:08:35) okay, I know it happens all the time, but (inaudible 1:08:41) and you said you would stay with me, but you wouldn't when I asked you to do that."
1004687660.txt,I just feel emotionally exhausted and so like trying to get more done than I really can seems sometimes more than I can really handle if that makes sense.
1004687660.txt,"and it's part of like I don't really understand but this is a creepy dynamic to control their behavior and so I feel like I'm sort of being guided down this road, but I don't really (sighs)."
1004600928.txt,"[00:32:40]</p> And [pauses] — I don't know — it just felt so real, and so it made me feel so helpless, and it made me feel so, like — I just hate that feeling, that I — I don't have the power to fix things, or that I don't [clucks] [sniffles] — I'm out of control."
1004824707.txt,"She is very intent on controlling information you know so, but it's like I kind of feel like I'm the queen of that so don't bullshit me Franco."
